SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAY_OF_CONSOM,CONSOM_PER_DAY,BILLS,STD
0300BB,2019-09-01,2019-09-30,857,"97,07",29,,35,
0300BB,2019-10-01,2019-10-31,862,"113,34",30,,35,
0300BB,2019-11-01,2019-11-30,836,"110,51",29,,35,
0300BB,2019-12-01,2019-12-31,973,"122,71",30,,35,
0300BB,2020-01-01,2020-01-31,996,"146,56",30,,35,
0300BB,2020-02-01,2020-02-29,878,"133,34",28,,35,
0300BB,2020-03-01,2020-03-31,921,"138,86",30,,35,
0300BB,2020-04-01,2020-04-30,852,"131,12",29,,35,
0300BB,2020-05-01,2020-05-31,871,"133,80",30,,35,
0300BB,2020-06-01,2020-06-30,864,"131,83",29,,35,
0300BB,2020-07-01,2020-07-31,860,"129,47",30,,35,
0300BB,2020-08-01,2020-08-31,813,"124,55",30,,35,
0300BB,2020-09-01,2020-09-30,790,"121,49",29,,35,
0300BB,2020-10-01,2020-10-31,1207,"163,17",30,,35,
0300BB,2020-11-01,2020-11-30,1192,"121,76",29,,35,
0300BR,2018-01-01,2018-01-31,1813,"203,90",30,,35,
0300BR,2018-02-01,2018-02-28,1652,"186,57",27,,35,
0300BR,2018-03-01,2018-03-31,1822,"204,74",30,,35,
0300BR,2018-04-01,2018-04-30,1785,"200,71",29,,35,
0300BR,2018-05-01,2018-05-31,1863,"208,94",30,,35,
0300BR,2018-06-01,2018-06-30,1823,"204,54",29,,35,
0300BR,2018-07-01,2018-07-31,1886,"211,36",30,,35,
0300BR,2018-08-01,2018-08-31,1928,"215,68",30,,35,
0300BR,2018-09-01,2018-09-30,1789,"202,43",29,,35,
0300BR,2018-10-01,2018-10-31,1842,"208,10",30,,35,
0300BR,2018-11-01,2018-11-30,1770,"200,34",29,,35,
0300BR,2018-12-01,2018-12-31,1815,"205,21",30,,35,
0300BR,2019-01-01,2019-01-31,1818,"200,71",30,,35,
0300BR,2019-02-01,2019-02-28,1649,"182,96",27,,35,
0300BR,2019-03-01,2019-03-31,1828,"201,70",30,,35,
0300BR,2019-04-01,2019-04-30,1779,"196,48",29,,35,
0300BR,2019-05-01,2019-05-31,1839,"202,80",30,,35,
0300BR,2019-06-01,2019-06-30,1878,"206,48",29,,35,
0300BR,2019-07-01,2019-07-31,1911,"213,06",30,,35,
0300BR,2019-08-01,2019-08-31,1949,"215,66",30,,35,
0300BR,2019-09-01,2019-09-30,1809,"197,06",29,,35,
0300BR,2019-10-01,2019-10-31,1864,"202,41",30,,35,
0300BR,2019-11-01,2019-11-30,1786,"194,35",29,,35,
0300BR,2019-12-01,2019-12-31,1814,"197,28",30,,35,
0300BR,2020-01-01,2020-01-31,1812,"234,12",30,,35,
0300BR,2020-02-01,2020-02-29,1707,"221,17",28,,35,
0300BR,2020-03-01,2020-03-31,1761,"226,81",30,,35,
0300BR,2020-04-01,2020-04-30,1733,"223,35",29,,35,
0300BR,2020-05-01,2020-05-31,1793,"230,72",30,,35,
0300BR,2020-06-01,2020-06-30,1750,"226,07",29,,35,
0300BR,2020-07-01,2020-07-31,1867,"239,99",30,,35,
0300BR,2020-08-01,2020-08-31,1892,"240,16",30,,35,
0300BR,2020-09-01,2020-09-30,1817,"231,03",29,,35,
0300BR,2020-10-01,2020-10-31,1838,"233,59",30,,35,
0300BR,2020-11-01,2020-11-30,1745,"222,27",29,,35,
0300KO,2018-01-01,2018-01-31,776,"100,10",30,,35,
0300KO,2018-02-01,2018-02-28,773,"99,73",27,,35,
0300KO,2018-03-01,2018-03-31,768,"99,13",30,,35,
0300KO,2018-04-01,2018-04-30,672,"87,57",29,,35,
0300KO,2018-05-01,2018-05-31,702,"91,18",30,,35,
0300KO,2018-06-01,2018-06-30,679,"88,41",29,,35,
0300KO,2018-07-01,2018-07-31,709,"92,07",30,,35,
0300KO,2018-08-01,2018-08-31,740,"95,81",30,,35,
0300KO,2018-09-01,2018-09-30,681,"89,23",29,,35,
0300KO,2018-10-01,2018-10-31,698,"91,30",30,,35,
0300KO,2018-11-01,2018-11-30,708,"92,51",29,,35,
0300KO,2018-12-01,2018-12-31,782,"101,49",30,,35,
0300KO,2019-01-01,2019-01-31,817,"115,85",30,,35,
0300KO,2019-02-01,2019-02-28,677,"97,15",27,,35,
0300KO,2019-03-01,2019-03-31,709,"101,42",30,,35,
0300KO,2019-04-01,2019-04-30,676,"97,01",29,,35,
0300KO,2019-05-01,2019-05-31,701,"100,35",30,,35,
0300KO,2019-06-01,2019-06-30,713,"101,96",29,,35,
0300KO,2019-07-01,2019-07-31,721,"103,03",30,,35,
0300KO,2019-08-01,2019-08-31,730,"104,23",30,,35,
0300KO,2019-09-01,2019-09-30,678,"97,28",29,,35,
0300KO,2019-10-01,2019-10-31,702,"100,49",30,,35,
0300KO,2019-11-01,2019-11-30,869,"122,80",29,,35,
0300KO,2019-12-01,2019-12-31,952,"133,89",30,,35,
0300KO,2020-01-01,2020-01-31,958,"134,40",30,,35,
0300KO,2020-02-01,2020-02-29,900,"126,72",28,,35,
0300KO,2020-03-01,2020-03-31,978,"137,05",30,,35,
0300KO,2020-04-01,2020-04-30,952,"133,61",29,,35,
0300KO,2020-05-01,2020-05-31,982,"137,58",30,,35,
0300KO,2020-06-01,2020-06-30,956,"134,14",29,,35,
0300KO,2020-07-01,2020-07-31,987,"138,24",30,,35,
0300KO,2020-08-01,2020-08-31,992,"138,90",30,,35,
0300KO,2020-09-01,2020-09-30,944,"132,55",29,,35,
0300KO,2020-10-01,2020-10-31,974,"136,52",30,,35,
0300KO,2020-11-01,2020-11-30,935,"123,86",29,,35,
0301BB,2018-01-01,2018-12-31,11026,"1 647,14",364,,21,
0301BB,2019-01-01,2019-04-30,3919,"570,45",119,,21,
0301BB,2019-05-01,2019-05-31,893,"132,28",30,,21,
0301BB,2019-06-01,2019-06-30,789,"103,02",29,,21,
0301BB,2019-07-01,2019-07-31,807,"104,64",30,,21,
0301BB,2019-08-01,2019-08-31,809,"105,26",30,,21,
0301BB,2019-09-01,2019-09-30,809,"104,45",29,,21,
0301BB,2019-10-01,2019-10-31,885,"113,42",30,,21,
0301BB,2019-11-01,2019-11-30,913,"117,20",29,,21,
0301BB,2019-12-01,2019-12-31,1045,"132,91",30,,21,
0301BB,2020-01-01,2020-01-31,1058,"154,27",30,,21,
0301BB,2020-02-01,2020-02-29,981,"143,94",28,,21,
0301BB,2020-03-01,2020-03-31,994,"145,00",30,,21,
0301BB,2020-04-01,2020-04-30,863,"126,16",29,,21,
0301BB,2020-05-01,2020-05-31,737,"109,77",30,,21,
0301BB,2020-06-01,2020-06-30,746,"111,28",29,,21,
0301BB,2020-07-01,2020-07-31,1014,"148,34",30,,21,
0301BB,2020-08-01,2020-08-31,1019,"149,07",30,,21,
0301BB,2020-09-01,2020-09-30,978,"143,52",29,,21,
0301BB,2020-10-01,2020-10-31,991,"144,92",30,,21,
0301BB,2020-11-01,2020-11-30,981,"135,33",29,,21,
0301BR,2018-01-01,2018-12-31,28916,"3 339,95",364,,4,
0301BR,2019-01-01,2019-06-23,13669,"1 553,00",173,,4,
0301BR,2019-06-24,2019-12-31,14209,"1 620,66",190,,4,
0301BR,2020-01-01,2020-10-27,25749,"3 410,39",300,,4,
0301KO,2018-01-01,2018-01-31,2148,"264,80",30,,35,
0301KO,2018-02-01,2018-02-28,1956,"241,67",27,,35,
0301KO,2018-03-01,2018-03-31,2165,"266,85",30,,35,
0301KO,2018-04-01,2018-04-30,2098,"258,78",29,,35,
0301KO,2018-05-01,2018-05-31,2178,"268,41",30,,35,
0301KO,2018-06-01,2018-06-30,2121,"261,55",29,,35,
0301KO,2018-07-01,2018-07-31,2211,"272,54",30,,35,
0301KO,2018-08-01,2018-08-31,2247,"276,88",30,,35,
0301KO,2018-09-01,2018-09-30,2131,"264,58",29,,35,
0301KO,2018-10-01,2018-10-31,2229,"276,47",30,,35,
0301KO,2018-11-01,2018-11-30,2384,"295,28",29,,35,
0301KO,2018-12-01,2018-12-31,2835,"350,00",30,,35,
0301KO,2019-01-01,2019-01-31,3013,"408,66",30,,35,
0301KO,2019-02-01,2019-02-28,2388,"325,15",27,,35,
0301KO,2019-03-01,2019-03-31,2351,"320,21",30,,35,
0301KO,2019-04-01,2019-04-30,2154,"293,89",29,,35,
0301KO,2019-05-01,2019-05-31,2204,"300,57",30,,35,
0301KO,2019-06-01,2019-06-30,2105,"287,34",29,,35,
0301KO,2019-07-01,2019-07-31,2290,"312,06",30,,35,
0301KO,2019-08-01,2019-08-31,2246,"306,18",30,,35,
0301KO,2019-09-01,2019-09-30,2119,"289,21",29,,35,
0301KO,2019-10-01,2019-10-31,2208,"301,10",30,,35,
0301KO,2019-11-01,2019-11-30,2130,"290,68",29,,35,
0301KO,2019-12-01,2019-12-31,2148,"293,09",30,,35,
0301KO,2020-01-01,2020-01-31,2149,"291,50",30,,35,
0301KO,2020-02-01,2020-02-29,2008,"272,82",28,,35,
0301KO,2020-03-01,2020-03-31,2170,"294,28",30,,35,
0301KO,2020-04-01,2020-04-30,2125,"288,32",29,,35,
0301KO,2020-05-01,2020-05-31,2187,"296,53",30,,35,
0301KO,2020-06-01,2020-06-30,2122,"287,92",29,,35,
0301KO,2020-07-01,2020-07-31,2153,"292,03",30,,35,
0301KO,2020-08-01,2020-08-31,2078,"282,09",30,,35,
0301KO,2020-09-01,2020-09-30,1964,"266,99",29,,35,
0301KO,2020-10-01,2020-10-31,2017,"274,01",30,,35,
0301KO,2020-11-01,2020-11-30,1957,"266,06",29,,35,
0302BB,2018-01-01,2018-12-31,14901,"2 076,46",364,,2,
0302BB,2019-01-01,2019-12-31,19999,"2 705,22",364,,2,
0302BR,2018-01-01,2018-12-31,11011,"1 404,75",364,,3,
0302BR,2019-01-01,2019-06-11,4887,"614,21",161,,3,
0302BR,2019-06-12,2019-12-31,7704,"929,63",202,,3,
0303BB,2018-01-01,2018-01-31,1182,"181,18",30,,35,
0303BB,2018-02-01,2018-02-28,1165,"178,34",27,,35,
0303BB,2018-03-01,2018-03-31,1174,"179,54",30,,35,
0303BB,2018-04-01,2018-04-30,1030,"162,63",29,,35,
0303BB,2018-05-01,2018-05-31,1069,"167,81",30,,35,
0303BB,2018-06-01,2018-06-30,1043,"164,06",29,,35,
0303BB,2018-07-01,2018-07-31,1091,"160,03",30,,35,
0303BB,2018-08-01,2018-08-31,1109,"147,27",30,,35,
0303BB,2018-09-01,2018-09-30,1027,"136,98",29,,35,
0303BB,2018-10-01,2018-10-31,1048,"139,48",30,,35,
0303BB,2018-11-01,2018-11-30,1066,"141,38",29,,35,
0303BB,2018-12-01,2018-12-31,1140,"150,75",30,,35,
0303BB,2019-01-01,2019-01-31,1138,"144,03",30,,35,
0303BB,2019-02-01,2019-02-28,986,"125,75",27,,35,
0303BB,2019-03-01,2019-03-31,1072,"136,21",30,,35,
0303BB,2019-04-01,2019-04-30,1035,"132,03",29,,35,
0303BB,2019-05-01,2019-05-31,1271,"160,29",30,,35,
0303BB,2019-06-01,2019-06-30,1413,"177,56",29,,35,
0303BB,2019-07-01,2019-07-31,1475,"184,95",30,,35,
0303BB,2019-08-01,2019-08-31,1532,"192,04",30,,35,
0303BB,2019-09-01,2019-09-30,1452,"182,29",29,,35,
0303BB,2019-10-01,2019-10-31,1500,"187,90",30,,35,
0303BB,2019-11-01,2019-11-30,1450,"182,01",29,,35,
0303BB,2019-12-01,2019-12-31,1508,"188,70",30,,35,
0303BB,2020-01-01,2020-01-31,1516,"218,11",30,,35,
0303BB,2020-02-01,2020-02-29,1410,"203,11",28,,35,
0303BB,2020-03-01,2020-03-31,1525,"219,70",30,,35,
0303BB,2020-04-01,2020-04-30,1477,"212,59",29,,35,
0303BB,2020-05-01,2020-05-31,1522,"218,92",30,,35,
0303BB,2020-06-01,2020-06-30,1473,"212,15",29,,35,
0303BB,2020-07-01,2020-07-31,1539,"221,51",30,,35,
0303BB,2020-08-01,2020-08-31,1555,"223,81",30,,35,
0303BB,2020-09-01,2020-09-30,1471,"212,24",29,,35,
0303BB,2020-10-01,2020-10-31,1513,"217,68",30,,35,
0303BB,2020-11-01,2020-11-30,1486,"205,91",29,,35,
0303BR,2018-01-01,2018-03-31,6414,"695,74",89,,11,
0303BR,2018-04-01,2018-06-30,9120,"1 289,02",90,,11,
0303BR,2018-07-01,2018-09-30,9649,"1 418,86",91,,11,
0303BR,2018-10-01,2018-12-31,10114,"1 164,81",91,,11,
0303BR,2019-01-01,2019-03-31,10100,"1 111,81",89,,11,
0303BR,2019-04-01,2019-06-30,9637,"1 260,81",90,,11,
0303BR,2019-07-01,2019-09-30,9926,"1 521,64",91,,11,
0303BR,2019-10-01,2019-12-31,9603,"1 086,10",91,,11,
0303BR,2020-01-01,2020-03-31,9202,"1 007,25",90,,11,
0303BR,2020-04-01,2020-06-30,9012,"1 096,76",90,,11,
0303BR,2020-07-01,2020-09-30,9300,"1 325,06",91,,11,
0303KO,2018-01-01,2018-01-31,1837,"227,33",30,,35,
0303KO,2018-02-01,2018-02-28,1697,"210,46",27,,35,
0303KO,2018-03-01,2018-03-31,1925,"218,07",30,,35,
0303KO,2018-04-01,2018-04-30,1876,"213,43",29,,35,
0303KO,2018-05-01,2018-05-31,1957,"221,13",30,,35,
0303KO,2018-06-01,2018-06-30,1909,"216,59",29,,35,
0303KO,2018-07-01,2018-07-31,2006,"225,92",30,,35,
0303KO,2018-08-01,2018-08-31,2013,"226,61",30,,35,
0303KO,2018-09-01,2018-09-30,1912,"218,43",29,,35,
0303KO,2018-10-01,2018-10-31,1948,"221,91",30,,35,
0303KO,2018-11-01,2018-11-30,1871,"214,54",29,,35,
0303KO,2018-12-01,2018-12-31,1917,"218,92",30,,35,
0303KO,2019-01-01,2019-01-31,1919,"243,35",30,,35,
0303KO,2019-02-01,2019-02-28,1736,"223,56",27,,35,
0303KO,2019-03-01,2019-03-31,1913,"242,67",30,,35,
0303KO,2019-04-01,2019-04-30,1857,"236,72",29,,35,
0303KO,2019-05-01,2019-05-31,1928,"244,36",30,,35,
0303KO,2019-06-01,2019-06-30,1914,"242,79",29,,35,
0303KO,2019-07-01,2019-07-31,1978,"249,76",30,,35,
0303KO,2019-08-01,2019-08-31,1975,"249,42",30,,35,
0303KO,2019-09-01,2019-09-30,1873,"238,40",29,,35,
0303KO,2019-10-01,2019-10-31,1932,"244,81",30,,35,
0303KO,2019-11-01,2019-11-30,1856,"236,60",29,,35,
0303KO,2019-12-01,2019-12-31,1921,"243,57",30,,35,
0303KO,2020-01-01,2020-01-31,1915,"237,10",30,,35,
0303KO,2020-02-01,2020-02-29,1787,"223,78",28,,35,
0303KO,2020-03-01,2020-03-31,1926,"238,29",30,,35,
0303KO,2020-04-01,2020-04-30,1863,"231,69",29,,35,
0303KO,2020-05-01,2020-05-31,1923,"237,97",30,,35,
0303KO,2020-06-01,2020-06-30,1894,"234,94",29,,35,
0303KO,2020-07-01,2020-07-31,2094,"255,73",30,,35,
0303KO,2020-08-01,2020-08-31,2087,"255,08",30,,35,
0303KO,2020-09-01,2020-09-30,1983,"244,25",29,,35,
0303KO,2020-10-01,2020-10-31,2010,"247,07",30,,35,
0303KO,2020-11-01,2020-11-30,1902,"198,06",29,,35,
0304BB,2018-01-01,2018-12-31,15130,"2 171,88",364,,24,
0304BB,2019-01-01,2019-01-31,1245,"175,13",30,,24,
0304BB,2019-02-01,2019-02-28,1138,"148,61",27,,24,
0304BB,2019-03-01,2019-03-31,1283,"166,17",30,,24,
0304BB,2019-04-01,2019-04-30,1264,"163,94",29,,24,
0304BB,2019-05-01,2019-05-31,1319,"170,34",30,,24,
0304BB,2019-06-01,2019-06-30,1347,"173,77",29,,24,
0304BB,2019-07-01,2019-07-31,1388,"178,72",30,,24,
0304BB,2019-08-01,2019-08-31,1406,"180,94",30,,24,
0304BB,2019-09-01,2019-09-30,1322,"170,83",29,,24,
0304BB,2019-10-01,2019-10-31,1340,"172,85",30,,24,
0304BB,2019-11-01,2019-11-30,1275,"164,96",29,,24,
0304BB,2019-12-01,2019-12-31,1299,"167,83",30,,24,
0304BB,2020-01-01,2020-01-31,1299,"192,25",30,,24,
0304BB,2020-02-01,2020-02-29,1211,"180,28",28,,24,
0304BB,2020-03-01,2020-03-31,1329,"196,88",30,,24,
0304BB,2020-04-01,2020-04-30,1449,"212,98",29,,24,
0304BB,2020-05-01,2020-05-31,1763,"256,18",30,,24,
0304BB,2020-06-01,2020-06-30,1825,"265,52",29,,24,
0304BB,2020-07-01,2020-07-31,1891,"274,88",30,,24,
0304BB,2020-08-01,2020-08-31,1956,"282,98",30,,24,
0304BB,2020-09-01,2020-09-30,1856,"269,19",29,,24,
0304BB,2020-10-01,2020-10-31,1900,"275,16",30,,24,
0304BB,2020-11-01,2020-11-30,1874,"259,77",29,,24,
0304BR,2018-01-01,2018-01-31,2838,"313,45",30,,35,
0304BR,2018-02-01,2018-02-28,2556,"283,37",27,,35,
0304BR,2018-03-01,2018-03-31,2840,"313,39",30,,35,
0304BR,2018-04-01,2018-04-30,2846,"312,87",29,,35,
0304BR,2018-05-01,2018-05-31,3013,"330,56",30,,35,
0304BR,2018-06-01,2018-06-30,2947,"323,41",29,,35,
0304BR,2018-07-01,2018-07-31,2918,"320,14",30,,35,
0304BR,2018-08-01,2018-08-31,2944,"322,66",30,,35,
0304BR,2018-09-01,2018-09-30,2761,"306,28",29,,35,
0304BR,2018-10-01,2018-10-31,2799,"310,91",30,,35,
0304BR,2018-11-01,2018-11-30,2666,"297,03",29,,35,
0304BR,2018-12-01,2018-12-31,2755,"306,96",30,,35,
0304BR,2019-01-01,2019-01-31,2747,"298,97",30,,35,
0304BR,2019-02-01,2019-02-28,2501,"272,72",27,,35,
0304BR,2019-03-01,2019-03-31,2793,"303,23",30,,35,
0304BR,2019-04-01,2019-04-30,2716,"294,82",29,,35,
0304BR,2019-05-01,2019-05-31,2813,"305,07",30,,35,
0304BR,2019-06-01,2019-06-30,2862,"308,70",29,,35,
0304BR,2019-07-01,2019-07-31,2998,"323,91",30,,35,
0304BR,2019-08-01,2019-08-31,3042,"328,79",30,,35,
0304BR,2019-09-01,2019-09-30,2856,"309,73",29,,35,
0304BR,2019-10-01,2019-10-31,2905,"315,15",30,,35,
0304BR,2019-11-01,2019-11-30,2770,"301,02",29,,35,
0304BR,2019-12-01,2019-12-31,2836,"308,05",30,,35,
0304BR,2020-01-01,2020-01-31,2961,"381,59",30,,35,
0304BR,2020-02-01,2020-02-29,2918,"375,74",28,,35,
0304BR,2020-03-01,2020-03-31,3121,"399,30",30,,35,
0304BR,2020-04-01,2020-04-30,3039,"388,89",29,,35,
0304BR,2020-05-01,2020-05-31,3135,"400,90",30,,35,
0304BR,2020-06-01,2020-06-30,3079,"393,66",29,,35,
0304BR,2020-07-01,2020-07-31,3258,"415,77",30,,35,
0304BR,2020-08-01,2020-08-31,3301,"420,97",30,,35,
0304BR,2020-09-01,2020-09-30,3155,"403,05",29,,35,
0304BR,2020-10-01,2020-10-31,3232,"412,90",30,,35,
0304BR,2020-11-01,2020-11-30,3079,"385,32",29,,35,
0304KO,2018-01-01,2018-07-31,10204,"1 396,80",211,,29,
0304KO,2018-08-01,2018-08-31,1655,"223,52",30,,29,
0304KO,2018-09-01,2018-09-30,2077,"276,03",29,,29,
0304KO,2018-10-01,2018-10-31,2256,"281,55",30,,29,
0304KO,2018-11-01,2018-11-30,2186,"273,05",29,,29,
0304KO,2018-12-01,2018-12-31,2258,"281,79",30,,29,
0304KO,2019-01-01,2019-01-31,2254,"309,07",30,,29,
0304KO,2019-02-01,2019-02-28,2044,"281,01",27,,29,
0304KO,2019-03-01,2019-03-31,2267,"310,81",30,,29,
0304KO,2019-04-01,2019-04-30,2198,"301,59",29,,29,
0304KO,2019-05-01,2019-05-31,2275,"311,87",30,,29,
0304KO,2019-06-01,2019-06-30,2237,"306,80",29,,29,
0304KO,2019-07-01,2019-07-31,2311,"316,68",30,,29,
0304KO,2019-08-01,2019-08-31,2333,"319,62",30,,29,
0304KO,2019-09-01,2019-09-30,2234,"306,40",29,,29,
0304KO,2019-10-01,2019-10-31,2306,"316,02",30,,29,
0304KO,2019-11-01,2019-11-30,2223,"304,93",29,,29,
0304KO,2019-12-01,2019-12-31,2300,"315,21",30,,29,
0304KO,2020-01-01,2020-01-31,2304,"314,07",30,,29,
0304KO,2020-02-01,2020-02-29,2160,"294,99",28,,29,
0304KO,2020-03-01,2020-03-31,2324,"316,72",30,,29,
0304KO,2020-04-01,2020-04-30,2259,"308,11",29,,29,
0304KO,2020-05-01,2020-05-31,2304,"314,07",30,,29,
0304KO,2020-06-01,2020-06-30,2246,"306,39",29,,29,
0304KO,2020-07-01,2020-07-31,2288,"311,95",30,,29,
0304KO,2020-08-01,2020-08-31,2084,"284,93",30,,29,
0304KO,2020-09-01,2020-09-30,1992,"272,74",29,,29,
0304KO,2020-10-01,2020-10-31,2023,"276,84",30,,29,
0304KO,2020-11-01,2020-11-30,1889,"250,24",29,,29,
0305BB,2018-01-01,2018-03-31,9099,"806,34",89,,11,
0305BB,2018-04-01,2018-06-30,9269,"814,93",90,,11,
0305BB,2018-07-01,2018-09-30,9182,"807,80",91,,11,
0305BB,2018-10-01,2018-12-31,9188,"803,86",91,,11,
0305BB,2019-01-01,2019-03-31,9139,"1 147,86",89,,11,
0305BB,2019-04-01,2019-06-30,9189,"1 009,14",90,,11,
0305BB,2019-07-01,2019-09-30,9298,"1 020,73",91,,11,
0305BB,2019-10-01,2019-12-31,9032,"1 022,96",91,,11,
0305BB,2020-01-01,2020-03-31,9162,"1 016,89",90,,11,
0305BB,2020-04-01,2020-06-30,9024,"973,42",90,,11,
0305BB,2020-07-01,2020-09-30,9227,"904,83",91,,11,
0305KO,2018-01-01,2018-01-31,1380,"172,27",30,,35,
0305KO,2018-02-01,2018-02-28,1208,"151,54",27,,35,
0305KO,2018-03-01,2018-03-31,1433,"178,65",30,,35,
0305KO,2018-04-01,2018-04-30,1349,"168,53",29,,35,
0305KO,2018-05-01,2018-05-31,1403,"175,04",30,,35,
0305KO,2018-06-01,2018-06-30,1378,"172,03",29,,35,
0305KO,2018-07-01,2018-07-31,1425,"177,79",30,,35,
0305KO,2018-08-01,2018-08-31,1463,"182,37",30,,35,
0305KO,2018-09-01,2018-09-30,1538,"192,62",29,,35,
0305KO,2018-10-01,2018-10-31,1786,"222,71",30,,35,
0305KO,2018-11-01,2018-11-30,2069,"257,05",29,,35,
0305KO,2018-12-01,2018-12-31,2524,"312,26",30,,35,
0305KO,2019-01-01,2019-01-31,2638,"358,56",30,,35,
0305KO,2019-02-01,2019-02-28,2143,"292,42",27,,35,
0305KO,2019-03-01,2019-03-31,2057,"280,93",30,,35,
0305KO,2019-04-01,2019-04-30,1764,"241,78",29,,35,
0305KO,2019-05-01,2019-05-31,1678,"230,29",30,,35,
0305KO,2019-06-01,2019-06-30,1413,"194,88",29,,35,
0305KO,2019-07-01,2019-07-31,1493,"205,57",30,,35,
0305KO,2019-08-01,2019-08-31,1464,"201,69",30,,35,
0305KO,2019-09-01,2019-09-30,1370,"189,13",29,,35,
0305KO,2019-10-01,2019-10-31,1391,"191,94",30,,35,
0305KO,2019-11-01,2019-11-30,1337,"184,72",29,,35,
0305KO,2019-12-01,2019-12-31,1385,"191,14",30,,35,
0305KO,2020-01-01,2020-01-31,1382,"189,89",30,,35,
0305KO,2020-02-01,2020-02-29,1296,"178,50",28,,35,
0305KO,2020-03-01,2020-03-31,1388,"190,68",30,,35,
0305KO,2020-04-01,2020-04-30,1356,"186,44",29,,35,
0305KO,2020-05-01,2020-05-31,1405,"192,94",30,,35,
0305KO,2020-06-01,2020-06-30,1378,"189,36",29,,35,
0305KO,2020-07-01,2020-07-31,1420,"194,92",30,,35,
0305KO,2020-08-01,2020-08-31,1409,"193,47",30,,35,
0305KO,2020-09-01,2020-09-30,1337,"183,93",29,,35,
0305KO,2020-10-01,2020-10-31,1352,"185,91",30,,35,
0305KO,2020-11-01,2020-11-30,1282,"176,64",29,,35,
0306KO,2018-01-01,2018-01-31,1383,"172,63",30,,35,
0306KO,2018-02-01,2018-02-28,1251,"156,73",27,,35,
0306KO,2018-03-01,2018-03-31,1391,"173,59",30,,35,
0306KO,2018-04-01,2018-04-30,1352,"168,89",29,,35,
0306KO,2018-05-01,2018-05-31,1402,"174,92",30,,35,
0306KO,2018-06-01,2018-06-30,1363,"170,22",29,,35,
0306KO,2018-07-01,2018-07-31,1429,"178,27",30,,35,
0306KO,2018-08-01,2018-08-31,1446,"180,32",30,,35,
0306KO,2018-09-01,2018-09-30,1385,"174,06",29,,35,
0306KO,2018-10-01,2018-10-31,1426,"179,03",30,,35,
0306KO,2018-11-01,2018-11-30,1372,"172,48",29,,35,
0306KO,2018-12-01,2018-12-31,1419,"178,18",30,,35,
0306KO,2019-01-01,2019-01-31,1428,"196,88",30,,35,
0306KO,2019-02-01,2019-02-28,1288,"178,18",27,,35,
0306KO,2019-03-01,2019-03-31,1409,"194,34",30,,35,
0306KO,2019-04-01,2019-04-30,1368,"188,87",29,,35,
0306KO,2019-05-01,2019-05-31,1419,"195,68",30,,35,
0306KO,2019-06-01,2019-06-30,1401,"193,27",29,,35,
0306KO,2019-07-01,2019-07-31,1439,"198,35",30,,35,
0306KO,2019-08-01,2019-08-31,1440,"198,49",30,,35,
0306KO,2019-09-01,2019-09-30,1384,"191,00",29,,35,
0306KO,2019-10-01,2019-10-31,1433,"197,55",30,,35,
0306KO,2019-11-01,2019-11-30,1378,"190,20",29,,35,
0306KO,2019-12-01,2019-12-31,1425,"196,48",30,,35,
0306KO,2020-01-01,2020-01-31,1428,"195,98",30,,35,
0306KO,2020-02-01,2020-02-29,1338,"184,06",28,,35,
0306KO,2020-03-01,2020-03-31,1438,"197,31",30,,35,
0306KO,2020-04-01,2020-04-30,1401,"192,41",29,,35,
0306KO,2020-05-01,2020-05-31,1446,"198,37",30,,35,
0306KO,2020-06-01,2020-06-30,1412,"193,86",29,,35,
0306KO,2020-07-01,2020-07-31,1448,"198,63",30,,35,
0306KO,2020-08-01,2020-08-31,1447,"198,50",30,,35,
0306KO,2020-09-01,2020-09-30,1383,"190,02",29,,35,
0306KO,2020-10-01,2020-10-31,1410,"193,60",30,,35,
0306KO,2020-11-01,2020-11-30,1343,"184,72",29,,35,
0307BR,2018-01-01,2018-06-14,4130,"520,82",164,,3,
0307BR,2018-06-15,2018-12-31,5185,"651,23",199,,3,
0307BR,2019-01-01,2019-12-31,9210,"1 141,91",364,,3,
0307KO,2018-01-01,2018-05-31,8605,"1 155,91",150,,31,
0307KO,2018-06-01,2018-06-30,1692,"227,86",29,,31,
0307KO,2018-07-01,2018-07-31,1764,"236,66",30,,31,
0307KO,2018-08-01,2018-08-31,1780,"222,39",30,,31,
0307KO,2018-09-01,2018-09-30,1695,"213,47",29,,31,
0307KO,2018-10-01,2018-10-31,1736,"218,45",30,,31,
0307KO,2018-11-01,2018-11-30,1687,"212,50",29,,31,
0307KO,2018-12-01,2018-12-31,1733,"218,08",30,,31,
0307KO,2019-01-01,2019-01-31,1744,"240,92",30,,31,
0307KO,2019-02-01,2019-02-28,1567,"217,27",27,,31,
0307KO,2019-03-01,2019-03-31,1728,"238,79",30,,31,
0307KO,2019-04-01,2019-04-30,1679,"232,24",29,,31,
0307KO,2019-05-01,2019-05-31,1740,"240,39",30,,31,
0307KO,2019-06-01,2019-06-30,1717,"237,32",29,,31,
0307KO,2019-07-01,2019-07-31,1762,"243,33",30,,31,
0307KO,2019-08-01,2019-08-31,1764,"243,60",30,,31,
0307KO,2019-09-01,2019-09-30,1695,"234,38",29,,31,
0307KO,2019-10-01,2019-10-31,1845,"254,42",30,,31,
0307KO,2019-11-01,2019-11-30,1774,"244,93",29,,31,
